编号,名称,规格,单位,单价,含量,主材标记,材料号,材料类别,是否有明细,,,
2B-58,载重汽车装载质量5t,,台班,0.1,0.18,,,3,,,,
2B-58,液压压接机压力100t,,台班,0.07,0.11,,,3,,,,
2B-59,综合用工二类,,工日,2.453,10.921,,,1,,,,
2B-59,钢芯铝绞线,,m,1013,1013,*,,5,,,,
2B-59,棉纱头,,kg,0.05,0.08,,,2,,,,
2B-59,汽油,,kg,0.05,0.06,,,2,,,,
2B-59,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-59,钢锯条,,根,1,2.2,,,2,,,,
2B-59,铝包带1×10,,kg,1.27,1.39,,,2,,,,
2B-59,电力复合脂一级,,kg,0.02,0.1,,,2,,,,
2B-59,铝绑线Φ3.2,,m,0,120.34,,,2,,,,
2B-59,并沟线夹JB-4,,只,0,5.05,,,2,,,,
2B-59,钳接管JT-240(QLG-240),,只,0,2.02,,,2,,,,
2B-59,载重汽车装载质量5t,,台班,0.1,0.2,,,3,,,,
2B-59,液压压接机压力100t,,台班,0.07,0.15,,,3,,,,
2B-60,综合用工二类,,工日,2.453,2.453,,,1,,,,
2B-60,绝缘铝绞线,,m,1018,1018,*,,5,,,,
2B-60,棉纱头,,kg,0.04,0.04,,,2,,,,
2B-60,汽油,,kg,0.04,0.04,,,2,,,,
2B-60,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-60,钢锯条,,根,0.8,0.8,,,2,,,,
2B-60,电力复合脂一级,,kg,0.02,0.02,,,2,,,,
2B-60,自粘橡胶带20mm×5m,,卷,8,8,,,2,,,,
2B-60,铁绑线Φ2,,m,79.2,79.2,,,2,,,,
2B-60,钳接管JT-35L(QL-35),,只,4.04,4.04,,,2,,,,
2B-60,并沟线夹JB-1,,只,5.05,5.05,,,2,,,,
2B-60,载重汽车装载质量5t,,台班,0.1,0.1,,,3,,,,
2B-60,液压压接机压力100t,,台班,0.07,0.07,,,3,,,,
2B-61,综合用工二类,,工日,2.453,4.937,,,1,,,,
2B-61,绝缘铝绞线,,m,1018,1018,*,,5,,,,
2B-61,棉纱头,,kg,0.04,0.04,,,2,,,,
2B-61,汽油,,kg,0.04,0.04,,,2,,,,
2B-61,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-61,钢锯条,,根,0.8,1,,,2,,,,
2B-61,电力复合脂一级,,kg,0.02,0.02,,,2,,,,
2B-61,自粘橡胶带20mm×5m,,卷,8,16,,,2,,,,
2B-61,铁绑线Φ2,,m,79.2,99,,,2,,,,
2B-61,钳接管JT-95L(QL-95),,只,0,6.06,,,2,,,,
2B-61,并沟线夹JB-2,,只,0,5.05,,,2,,,,
2B-61,载重汽车装载质量5t,,台班,0.1,0.15,,,3,,,,
2B-61,液压压接机压力100t,,台班,0.07,0.09,,,3,,,,
2B-62,综合用工二类,,工日,2.453,7.468,,,1,,,,
2B-62,绝缘铝绞线,,m,1018,1018,*,,5,,,,
2B-62,棉纱头,,kg,0.04,0.05,,,2,,,,
2B-62,汽油,,kg,0.04,0.05,,,2,,,,
2B-62,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-62,钢锯条,,根,0.8,1.5,,,2,,,,
2B-62,电力复合脂一级,,kg,0.02,0.03,,,2,,,,
2B-62,自粘橡胶带20mm×5m,,卷,8,20,,,2,,,,
2B-62,铁绑线Φ2,,m,79.2,105.6,,,2,,,,
2B-62,钳接管JT-150L(QL-150),,只,0,8.08,,,2,,,,
2B-62,并沟线夹JB-3,,只,0,5.05,,,2,,,,
2B-62,载重汽车装载质量5t,,台班,0.1,0.18,,,3,,,,
2B-62,液压压接机压力100t,,台班,0.07,0.11,,,3,,,,
2B-63,综合用工二类,,工日,2.453,10.921,,,1,,,,
2B-63,绝缘铝绞线,,m,1018,1018,*,,5,,,,
2B-63,棉纱头,,kg,0.04,0.05,,,2,,,,
2B-63,汽油,,kg,0.04,0.05,,,2,,,,
2B-63,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-63,钢锯条,,根,0.8,2,,,2,,,,
2B-63,电力复合脂一级,,kg,0.02,0.04,,,2,,,,
2B-63,自粘橡胶带20mm×5m,,卷,8,24,,,2,,,,
2B-63,铁绑线Φ2,,m,79.2,118.8,,,2,,,,
2B-63,钳接管JT-240L(QL-240),,只,0,8.08,,,2,,,,
2B-63,并沟线夹JB-4,,只,0,5.05,,,2,,,,
2B-63,载重汽车装载质量5t,,台班,0.1,0.2,,,3,,,,
2B-63,液压压接机压力100t,,台班,0.07,0.15,,,3,,,,
2B-64,综合用工二类,,工日,4.558,4.558,,,1,,,,
2B-64,镀锌铁丝8#~12#,,kg,8.85,8.85,,,2,,,,
2B-64,脚手杆Φ100×6000杉木,,根,1.94,1.94,,,2,,,,
2B-64,载重汽车装载质量5t,,台班,0.1,0.1,,,3,,,,
2B-65,综合用工二类,,工日,4.558,5.868,,,1,,,,
2B-65,镀锌铁丝8#~12#,,kg,8.85,10.45,,,2,,,,
2B-65,脚手杆Φ100×6000杉木,,根,1.94,3,,,2,,,,
2B-65,载重汽车装载质量5t,,台班,0.1,0.18,,,3,,,,
2B-66,综合用工二类,,工日,4.558,4.274,,,1,,,,
2B-66,镀锌铁丝8#~12#,,kg,8.85,0.62,,,2,,,,
2B-66,脚手杆Φ100×6000杉木,,根,1.94,0.4,,,2,,,,
2B-66,船舶装载质量5t,,台班,0,1,,,3,,,,
2B-67,综合用工二类,,工日,0.447,0.447,,,1,,,,
2B-67,进户线,,m,101.8,101.8,*,,5,,,,
2B-67,棉纱头,,kg,0.05,0.05,,,2,,,,
2B-67,汽油,,kg,0.05,0.05,,,2,,,,
2B-67,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-67,钢锯条,,根,1,1,,,2,,,,
2B-67,电力复合脂一级,,kg,0.02,0.02,,,2,,,,
2B-67,铁绑线Φ2,,m,9.6,9.6,,,2,,,,
2B-67,钳接管JT-35L(QL-35),,只,4.04,4.04,,,2,,,,
2B-67,并沟线夹JB-1,,只,4.04,4.04,,,2,,,,
2B-68,综合用工二类,,工日,0.447,0.879,,,1,,,,
2B-68,进户线,,m,101.8,101.8,*,,5,,,,
2B-68,棉纱头,,kg,0.05,0.06,,,2,,,,
2B-68,汽油,,kg,0.05,0.05,,,2,,,,
2B-68,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-68,钢锯条,,根,1,1.2,,,2,,,,
2B-68,电力复合脂一级,,kg,0.02,0.05,,,2,,,,
2B-68,铁绑线Φ2,,m,9.6,12,,,2,,,,
2B-68,钳接管JT-95L(QL-95),,只,0,4.04,,,2,,,,
2B-68,并沟线夹JB-2,,只,0,4.04,,,2,,,,
2B-69,综合用工二类,,工日,0.447,1.389,,,1,,,,
2B-69,进户线,,m,101.8,101.8,*,,5,,,,
2B-69,棉纱头,,kg,0.05,0.07,,,2,,,,
2B-69,汽油,,kg,0.05,0.05,,,2,,,,
2B-69,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-69,钢锯条,,根,1,1.7,,,2,,,,
2B-69,电力复合脂一级,,kg,0.02,0.08,,,2,,,,
2B-69,铁绑线Φ2,,m,9.6,12.8,,,2,,,,
2B-69,钳接管JT-150L(QL-150),,只,0,4.04,,,2,,,,
2B-69,并沟线夹JB-3,,只,0,4.04,,,2,,,,
2B-70,综合用工二类,,工日,0.447,1.968,,,1,,,,
2B-70,进户线,,m,101.8,101.8,*,,5,,,,
2B-70,棉纱头,,kg,0.05,0.08,,,2,,,,
2B-70,汽油,,kg,0.05,0.06,,,2,,,,
2B-70,防锈漆C53-1,,kg,0.05,0.05,,,2,,,,
2B-70,钢锯条,,根,1,2.2,,,2,,,,
2B-70,电力复合脂一级,,kg,0.02,0.1,,,2,,,,
2B-70,铁绑线Φ2,,m,9.6,14,,,2,,,,
2B-70,钳接管JT-240L(QL-240),,只,0,4.04,,,2,,,,
2B-70,并沟线夹JB-4,,只,0,4.04,,,2,,,,
2B-71,综合用工二类,,工日,0.932,0.932,,,1,,,,
2B-71,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-71,塑料绝缘导线BV-2.5mm2,,m,3.05,3.05,,,2,,,,
2B-71,铜线端子20A,,个,10.15,10.15,,,2,,,,
2B-71,塑料胀管φ6~8,,个,20.3,20.3,,,2,,,,
2B-71,木螺钉φ2~4×6~65,,10个,2.08,2.08,,,2,,,,
2B-71,冲击钻头φ6~8,,个,0.51,0.51,,,2,,,,
2B-71,其他材料,,%,2,2,,,2,,,,
2B-72,综合用工二类,,工日,0.932,1.278,,,1,,,,
2B-72,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-72,塑料绝缘导线BV-2.5mm2,,m,3.05,13.23,,,2,,,,
2B-72,铜线端子20A,,个,10.15,10.15,,,2,,,,
2B-72,钢接线盒(灯具配用),,个,0,10.2,,,2,,,,
2B-72,金属软管CP15,,m,0,10.3,,,2,,,,
2B-72,管接头(金属软管用)15~20,,个,0,20.6,,,2,,,,
2B-72,其他材料,,%,2,2,,,2,,,,
2B-73,综合用工二类,,工日,0.932,1.447,,,1,,,,
2B-73,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-73,塑料绝缘导线BV-2.5mm2,,m,3.05,13.23,,,2,,,,
2B-73,铜线端子20A,,个,10.15,10.15,,,2,,,,
2B-73,钢接线盒(灯具配用),,个,0,10.2,,,2,,,,
2B-73,金属软管CP15,,m,0,10.3,,,2,,,,
2B-73,管接头(金属软管用)15~20,,个,0,20.6,,,2,,,,
2B-73,其他材料,,%,2,2,,,2,,,,
2B-74,综合用工二类,,工日,0.932,1.505,,,1,,,,
2B-74,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-74,塑料绝缘导线BV-2.5mm2,,m,3.05,13.23,,,2,,,,
2B-74,铜线端子20A,,个,10.15,10.15,,,2,,,,
2B-74,钢接线盒(灯具配用),,个,0,10.2,,,2,,,,
2B-74,金属软管CP15,,m,0,10.3,,,2,,,,
2B-74,管接头(金属软管用)15~20,,个,0,20.6,,,2,,,,
2B-74,其他材料,,%,2,2,,,2,,,,
2B-75,综合用工二类,,工日,0.932,0.558,,,1,,,,
2B-75,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-75,塑料绝缘导线BV-2.5mm2,,m,3.05,3.05,,,2,,,,
2B-75,铜线端子20A,,个,10.15,10.15,,,2,,,,
2B-75,塑料胀管φ6~8,,个,20.3,20.3,,,2,,,,
2B-75,木螺钉φ2~4×6~65,,10个,2.08,2.08,,,2,,,,
2B-75,冲击钻头φ6~8,,个,0.51,0.5,,,2,,,,
2B-75,其他材料,,%,2,2,,,2,,,,
2B-76,综合用工二类,,工日,0.932,0.427,,,1,,,,
2B-76,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-77,综合用工二类,,工日,0.932,0.705,,,1,,,,
2B-77,滑轨,,m,0,10.1,*,,5,,,,
2B-77,塑料绝缘导线BV-2.5mm2,,m,3.05,9.16,,,2,,,,
2B-77,铜线端子20A,,个,10.15,9.14,,,2,,,,
2B-77,塑料胀管φ6~8,,个,20.3,20.3,,,2,,,,
2B-77,木螺钉φ2~4×6~65,,10个,2.08,2.08,,,2,,,,
2B-77,冲击钻头φ6~8,,个,0.51,0.5,,,2,,,,
2B-77,金属软管CP15,,m,0,10.3,,,2,,,,
2B-77,管接头(金属软管用)15~20,,个,0,20.6,,,2,,,,
2B-77,其他材料,,%,2,2,,,2,,,,
2B-78,综合用工二类,,工日,1.763,1.763,,,1,,,,
2B-78,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-78,木螺钉φ2~4×6~65,,10个,8.32,8.32,,,2,,,,
2B-78,瓷接头(双),,个,10.3,10.3,,,2,,,,
2B-78,塑料绝缘导线BV-2.5mm2,,m,8.14,8.14,,,2,,,,
2B-78,其他材料,,%,2,2,,,2,,,,
2B-79,综合用工二类,,工日,1.763,1.763,,,1,,,,
2B-79,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-79,木螺钉φ2~4×6~65,,10个,8.32,8.32,,,2,,,,
2B-79,瓷接头(双),,个,10.3,10.3,,,2,,,,
2B-79,塑料绝缘导线BV-2.5mm2,,m,8.14,8.14,,,2,,,,
2B-79,其他材料,,%,2,2,,,2,,,,
2B-80,综合用工二类,,工日,1.763,1.185,,,1,,,,
2B-80,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-80,塑料绝缘导线BV-2.5mm2,,m,8.14,3.05,,,2,,,,
2B-80,花线2×23/0.15mm2,,m,0,15.27,,,2,,,,
2B-80,圆木台63~138×22,,块,0,21,,,2,,,,
2B-80,伞型螺栓M6~8×150,,套,0,20.4,,,2,,,,
2B-80,其他材料,,%,2,2,,,2,,,,
2B-81,综合用工二类,,工日,1.763,2.015,,,1,,,,
2B-81,成套灯具,,套,10.1,1.01,*,,5,,,,
2B-81,瓷接头(双),,个,10.3,1.03,,,2,,,,
2B-81,塑料绝缘导线BV-2.5mm2,,m,8.14,33.59,,,2,,,,
2B-81,镀锌精制六角带帽螺栓带2个垫圈M12×14~75,,10套,0,0.408,,,2,,,,
2B-81,地脚螺栓M16×150~230,,套,0,2.04,,,2,,,,
2B-81,普通钢板0#~3#δ8~20,,kg,0,5.1,,,2,,,,
2B-81,其他材料,,%,2,2,,,2,,,,
2B-82,综合用工二类,,工日,3.473,3.473,,,1,,,,
2B-82,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-82,鼓形绝缘子G38,,个,20.91,20.91,,,2,,,,
2B-82,飞保险(羊角熔断器)5A,,个,10.3,10.3,,,2,,,,
2B-82,弯灯抱箍,,套,10.5,10.5,,,2,,,,
2B-82,半圆头镀锌螺栓M2~5×15~50,,套,30.6,30.6,,,2,,,,
2B-82,精制沉头螺栓M10×20,,套,20.4,20.4,,,2,,,,
2B-82,镀锌精制六角带帽螺栓带2个垫圈M12×14~75,,10套,2.04,2.04,,,2,,,,
2B-82,其他材料,,%,2,2,,,2,,,,
2B-83,综合用工二类,,工日,3.473,7.527,,,1,,,,
2B-83,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-83,鼓形绝缘子G38,,个,20.91,62.73,,,2,,,,
2B-83,半圆头镀锌螺栓M2~5×15~50,,套,30.6,30.6,,,2,,,,
2B-83,精制沉头螺栓M10×20,,套,20.4,61.2,,,2,,,,
2B-83,镀锌U形抱箍,,套,0,20.1,,,2,,,,
2B-83,飞保险(羊角熔断器)10A,,个,0,10.3,,,2,,,,
2B-83,其他材料,,%,2,2,,,2,,,,
2B-84,综合用工二类,,工日,3.122,3.122,,,1,,,,
2B-84,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-84,粗制六角螺栓(不带帽)M24×380,,10个,4.08,4.08,,,2,,,,
2B-84,其他材料,,%,2,2,,,2,,,,
2B-84,汽车式起重机提升质量8t,,台班,0.442,0.442,,,3,,,,
2B-85,综合用工二类,,工日,3.122,4.678,,,1,,,,
2B-85,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-85,粗制六角螺栓(不带帽)M24×380,,10个,4.08,4.08,,,2,,,,
2B-85,其他材料,,%,2,2,,,2,,,,
2B-85,汽车式起重机提升质量8t,,台班,0.442,0.52,,,3,,,,
2B-86,综合用工二类,,工日,3.122,1.895,,,1,,,,
2B-86,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-86,粗制六角螺栓(不带帽)M20×320~400,,10个,0,4.08,,,2,,,,
2B-86,其他材料,,%,2,2,,,2,,,,
2B-86,汽车式起重机提升质量8t,,台班,0.442,0.325,,,3,,,,
2B-87,综合用工二类,,工日,1.185,1.185,,,1,,,,
2B-87,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-87,防水胶圈,,个,15,15,,,2,,,,
2B-87,膨胀螺栓M12,,套,10.2,10.2,,,2,,,,
2B-87,冲击钻头φ12,,个,0.26,0.26,,,2,,,,
2B-87,其他材料,,%,2,2,,,2,,,,
2B-88,综合用工二类,,工日,1.185,1.185,,,1,,,,
2B-88,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-88,防水胶圈,,个,15,15,,,2,,,,
2B-88,膨胀螺栓M12,,套,10.2,20.4,,,2,,,,
2B-88,冲击钻头φ12,,个,0.26,0.52,,,2,,,,
2B-88,其他材料,,%,2,2,,,2,,,,
2B-89,综合用工二类,,工日,1.185,1.31,,,1,,,,
2B-89,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-89,防水胶圈,,个,15,15,,,2,,,,
2B-89,膨胀螺栓M12,,套,10.2,30.6,,,2,,,,
2B-89,冲击钻头φ12,,个,0.26,0.78,,,2,,,,
2B-89,其他材料,,%,2,2,,,2,,,,
2B-90,综合用工二类,,工日,1.185,1.4,,,1,,,,
2B-90,成套灯具,,套,10.1,10.1,*,,5,,,,
2B-90,防水胶圈,,个,15,15,,,2,,,,
2B-90,膨胀螺栓M12,,套,10.2,20.4,,,2,,,,
2B-90,冲击钻头φ12,,个,0.26,0.52,,,2,,,,
2B-90,其他材料,,%,2,2,,,2,,,,
2B-91,综合用工二类,,工日,8.305,8.305,,,1,,,,
2B-91,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-91,管接头5×15,,个,16.48,16.48,,,2,,,,
2B-91,塑料护口(钢管用)DN15,,个,15.45,15.45,,,2,,,,
2B-91,黑玛钢活接头DN15,,个,25.75,25.75,,,2,,,,
2B-91,管卡子(钢管用)15,,个,123.6,123.6,,,2,,,,
2B-91,木螺钉φ4×65以下,,10个,24.96,24.96,,,2,,,,
2B-91,塑料胀管φ6~8,,个,252,252,,,2,,,,
2B-91,圆钢φ5.5~9,,kg,0.91,0.91,,,2,,,,
2B-91,电焊条结422Φ3.2,,kg,0.69,0.69,,,2,,,,
2B-91,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-91,锯条(各种规格),,根,3,3,,,2,,,,
2B-91,铅油,,kg,0.66,0.66,,,2,,,,
2B-91,冲击钻头φ6~12,,个,1.66,1.66,,,2,,,,
2B-91,清油C01-1,,kg,0.26,0.26,,,2,,,,
2B-91,其他材料,,%,2,2,,,2,,,,
2B-91,交流电焊机21kV·A,,台班,0.35,0.35,,,3,,,,
2B-91,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-92,综合用工二类,,工日,8.305,8.832,,,1,,,,
2B-92,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-92,木螺钉φ4×65以下,,10个,24.96,24.96,,,2,,,,
2B-92,塑料胀管φ6~8,,个,252,252,,,2,,,,
2B-92,圆钢φ5.5~9,,kg,0.91,0.91,,,2,,,,
2B-92,电焊条结422Φ3.2,,kg,0.69,0.69,,,2,,,,
2B-92,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-92,锯条(各种规格),,根,3,3,,,2,,,,
2B-92,铅油,,kg,0.66,0.83,,,2,,,,
2B-92,冲击钻头φ6~12,,个,1.66,1.66,,,2,,,,
2B-92,清油C01-1,,kg,0.26,0.33,,,2,,,,
2B-92,管接头5×20,,个,0,16.48,,,2,,,,
2B-92,塑料护口(钢管用)DN20,,个,0,15.45,,,2,,,,
2B-92,黑玛钢活接头DN20,,个,0,25.75,,,2,,,,
2B-92,管卡子(钢管用)20,,个,0,123.6,,,2,,,,
2B-92,其他材料,,%,2,2,,,2,,,,
2B-92,交流电焊机21kV·A,,台班,0.35,0.35,,,3,,,,
2B-92,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-93,综合用工二类,,工日,8.305,9.632,,,1,,,,
2B-93,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-93,木螺钉φ4×65以下,,10个,24.96,17.264,,,2,,,,
2B-93,塑料胀管φ6~8,,个,252,174.3,,,2,,,,
2B-93,圆钢φ5.5~9,,kg,0.91,1.15,,,2,,,,
2B-93,电焊条结422Φ3.2,,kg,0.69,0.9,,,2,,,,
2B-93,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-93,锯条(各种规格),,根,3,2,,,2,,,,
2B-93,铅油,,kg,0.66,1.07,,,2,,,,
2B-93,冲击钻头φ6~12,,个,1.66,1.15,,,2,,,,
2B-93,清油C01-1,,kg,0.26,0.42,,,2,,,,
2B-93,管接头6×25,,个,0,16.48,,,2,,,,
2B-93,塑料护口(钢管用)DN25,,个,0,15.45,,,2,,,,
2B-93,黑玛钢活接头DN25,,个,0,15.45,,,2,,,,
2B-93,管卡子(钢管用)25,,个,0,85.49,,,2,,,,
2B-93,其他材料,,%,2,2,,,2,,,,
2B-93,交流电焊机21kV·A,,台班,0.35,0.47,,,3,,,,
2B-93,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-93,电动弯管机管径100mm,,台班,0,0.06,,,3,,,,
2B-94,综合用工二类,,工日,8.305,10.242,,,1,,,,
2B-94,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-94,木螺钉φ4×65以下,,10个,24.96,17.264,,,2,,,,
2B-94,塑料胀管φ6~8,,个,252,174.3,,,2,,,,
2B-94,圆钢φ5.5~9,,kg,0.91,1.15,,,2,,,,
2B-94,电焊条结422Φ3.2,,kg,0.69,0.9,,,2,,,,
2B-94,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-94,锯条(各种规格),,根,3,2,,,2,,,,
2B-94,铅油,,kg,0.66,1.36,,,2,,,,
2B-94,冲击钻头φ6~12,,个,1.66,1.15,,,2,,,,
2B-94,清油C01-1,,kg,0.26,0.53,,,2,,,,
2B-94,管接头6×32,,个,0,16.48,,,2,,,,
2B-94,塑料护口(钢管用)DN32,,个,0,15.45,,,2,,,,
2B-94,黑玛钢活接头DN32,,个,0,15.45,,,2,,,,
2B-94,管卡子(钢管用)32,,个,0,85.49,,,2,,,,
2B-94,其他材料,,%,2,2,,,2,,,,
2B-94,交流电焊机21kV·A,,台班,0.35,0.47,,,3,,,,
2B-94,电动空气压缩机排气量0.6m3/min,,台班,2.4,2.4,,,3,,,,
2B-94,电动弯管机管径100mm,,台班,0,0.06,,,3,,,,
2B-95,综合用工二类,,工日,8.305,11.847,,,1,,,,
2B-95,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-95,木螺钉φ4×65以下,,10个,24.96,6.864,,,2,,,,
2B-95,塑料胀管φ6~8,,个,252,69.3,,,2,,,,
2B-95,圆钢φ5.5~9,,kg,0.91,3.48,,,2,,,,
2B-95,电焊条结422Φ3.2,,kg,0.69,1.13,,,2,,,,
2B-95,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-95,锯条(各种规格),,根,3,3,,,2,,,,
2B-95,铅油,,kg,0.66,1.58,,,2,,,,
2B-95,冲击钻头φ6~12,,个,1.66,0.92,,,2,,,,
2B-95,清油C01-1,,kg,0.26,0.6,,,2,,,,
2B-95,管接头7×40,,个,0,16.48,,,2,,,,
2B-95,塑料护口(钢管用)DN40,,个,0,15.45,,,2,,,,
2B-95,管卡子(钢管用)40,,个,0,67.98,,,2,,,,
2B-95,膨胀螺栓M6,,套,0,68.64,,,2,,,,
2B-95,其他材料,,%,2,2,,,2,,,,
2B-95,交流电焊机21kV·A,,台班,0.35,0.59,,,3,,,,
2B-95,电动空气压缩机排气量0.6m3/min,,台班,2.4,3.4,,,3,,,,
2B-95,电动弯管机管径100mm,,台班,0,0.14,,,3,,,,
2B-96,综合用工二类,,工日,12.6,12.6,,,1,,,,
2B-96,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-96,管接头7×50,,个,16.48,16.48,,,2,,,,
2B-96,塑料护口(钢管用)DN50,,个,15.45,15.45,,,2,,,,
2B-96,管卡子(钢管用)50,,个,67.98,67.98,,,2,,,,
2B-96,木螺钉φ4×65以下,,10个,6.864,6.864,,,2,,,,
2B-96,塑料胀管φ6~8,,个,69.3,69.3,,,2,,,,
2B-96,圆钢φ5.5~9,,kg,3.48,3.48,,,2,,,,
2B-96,电焊条结422Φ3.2,,kg,1.13,1.13,,,2,,,,
2B-96,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-96,锯条(各种规格),,根,3,3,,,2,,,,
2B-96,铅油,,kg,1.98,1.98,,,2,,,,
2B-96,冲击钻头φ6~12,,个,0.92,0.92,,,2,,,,
2B-96,膨胀螺栓M6,,套,68.64,68.64,,,2,,,,
2B-96,清油C01-1,,kg,0.74,0.74,,,2,,,,
2B-96,其他材料,,%,2,2,,,2,,,,
2B-96,交流电焊机21kV·A,,台班,0.59,0.59,,,3,,,,
2B-96,电动空气压缩机排气量0.6m3/min,,台班,3.4,3.4,,,3,,,,
2B-96,电动弯管机管径100mm,,台班,0.14,0.14,,,3,,,,
2B-97,综合用工二类,,工日,12.6,17.615,,,1,,,,
2B-97,镀锌钢管(按实际规格),,m,103,103,*,,5,,,,
2B-97,圆钢φ5.5~9,,kg,3.48,5.39,,,2,,,,
2B-97,电焊条结422Φ3.2,,kg,1.13,1.36,,,2,,,,
2B-97,镀锌铁丝13#~17#,,kg,0.66,0.66,,,2,,,,
2B-97,锯条(各种规格),,根,3,3,,,2,,,,
2B-97,铅油,,kg,1.98,2.26,,,2,,,,
2B-97,冲击钻头φ6~12,,个,0.92,0.69,,,2,,,,
2B-97,膨胀螺栓M6,,套,68.64,104,,,2,,,,
2B-97,清油C01-1,,kg,0.74,0.93,,,2,,,,
2B-97,管接头8×70,,个,0,15.45,,,2,,,,
2B-97,塑料护口(钢管用)DN70,,个,0,15.45,,,2,,,,
2B-97,管卡子(钢管用)70,,个,0,51.5,,,2,,,,
2B-97,其他材料,,%,2,2,,,2,,,,
2B-97,交流电焊机21kV·A,,台班,0.59,0.71,,,3,,,,
2B-97,电动空气压缩机排气量0.6m3/min,,台班,3.4,5.8,,,3,,,,
2B-97,电动弯管机管径100mm,,台班,0.14,0.21,,,3,,,,
2B-98,综合用工二类,,工日,12.6,21.932,,,1,,,,
